meta_step,outer_loss
530,2.302828788757324
531,2.3039114475250244
532,2.306772232055664
533,2.3061881065368652
534,2.3073599338531494
535,2.3058905601501465
536,2.3123836517333984
537,2.3027684688568115
538,2.30409574508667
539,2.307476043701172
540,2.301985740661621
541,2.3077709674835205
542,2.303227186203003
543,2.307767391204834
544,2.3040475845336914
545,2.3103387355804443
546,2.306229591369629
547,2.307288885116577
548,2.31278657913208
549,2.3019118309020996
550,2.304636240005493
551,2.3027143478393555
552,2.304943323135376
553,2.308227300643921
554,2.303340196609497
555,2.308759927749634
556,2.3054006099700928
557,2.3055341243743896
558,2.3050575256347656
559,2.3023529052734375
560,2.308732509613037
561,2.3072328567504883
562,2.304811954498291
563,2.3047280311584473
564,2.3065857887268066
565,2.308927536010742
566,2.3043088912963867
567,2.297227621078491
568,2.3032960891723633
569,2.3083291053771973
570,2.310120105743408
571,2.308708429336548
572,2.307084798812866
573,2.306962490081787
574,2.307589530944824
575,2.305508613586426
576,2.3075201511383057
577,2.3039841651916504
578,2.3031411170959473
579,2.3029141426086426
580,2.305300712585449
581,2.3070034980773926
582,2.3040430545806885
583,2.3048818111419678
584,2.3053579330444336
585,2.3071789741516113
586,2.3073389530181885
587,2.306253671646118
588,2.302198648452759
589,2.3084144592285156
590,2.300335168838501
591,2.3090896606445312
592,2.3076322078704834
593,2.2998223304748535
594,2.309054374694824
595,2.3050036430358887
596,2.3030996322631836
597,2.304149627685547
598,2.3036530017852783
599,2.308645009994507
600,2.3038997650146484
601,2.3055901527404785
602,2.30485200881958
603,2.302852153778076
604,2.3058958053588867
605,2.3032259941101074
606,2.3027567863464355
607,2.305736780166626
608,2.3050537109375
609,2.3027710914611816
610,2.3042097091674805
611,2.306053876876831
612,2.3017451763153076
613,2.3029932975769043
614,2.306427001953125
615,2.302870988845825
616,2.302006483078003
617,2.304088592529297
618,2.307389259338379
619,2.30568528175354
620,2.303128719329834
621,2.3040761947631836
622,2.3017802238464355
623,2.3048899173736572
624,2.3049697875976562
625,2.3045239448547363
626,2.303023338317871
627,2.30517578125
628,2.3073766231536865
629,2.3016536235809326
630,2.303874969482422
631,2.3051486015319824
632,2.3039326667785645
633,2.302168369293213
634,2.3021833896636963
635,2.304962158203125
636,2.3035688400268555
637,2.3046979904174805
638,2.306589126586914
639,2.30795955657959
640,2.306204080581665
641,2.3034427165985107
642,2.3028433322906494
643,2.303633689880371
644,2.3052825927734375
645,2.3052284717559814
646,2.3036420345306396
647,2.304556131362915
648,2.2988240718841553
649,2.303406238555908
650,2.3049001693725586
651,2.3045263290405273
652,2.304659843444824
653,2.305910110473633
654,2.302518606185913
655,2.3050971031188965
656,2.305418014526367
657,2.3036956787109375
658,2.302060127258301
659,2.301517963409424
660,2.3050363063812256
661,2.3048956394195557
662,2.304621934890747
663,2.301788330078125
664,2.3037195205688477
665,2.3035597801208496
666,2.300670623779297
667,2.306133270263672
668,2.30470609664917
669,2.303285598754883
670,2.3048489093780518
671,2.302614688873291
672,2.30684232711792
673,2.303539276123047
674,2.301290988922119
675,2.302633762359619
676,2.3010754585266113
677,2.3014438152313232
678,2.303859233856201
679,2.302201986312866
680,2.306687355041504
681,2.3059957027435303
682,2.3028862476348877
683,2.304922103881836
684,2.302964210510254
685,2.303441047668457
686,2.300971508026123
687,2.302016258239746
688,2.304903507232666
689,2.303065776824951
690,2.305365800857544
691,2.3038108348846436
692,2.3038299083709717
693,2.3057355880737305
694,2.3038430213928223
695,2.3055927753448486
696,2.3047451972961426
697,2.3028945922851562
698,2.305877685546875
699,2.3032705783843994
700,2.30268931388855
701,2.3058156967163086
702,2.305018663406372
703,2.3027374744415283
704,2.3040239810943604
705,2.3059890270233154
706,2.3018457889556885
707,2.302955150604248
708,2.3063712120056152
709,2.3029327392578125
710,2.3019766807556152
711,2.304055690765381
712,2.3072562217712402
713,2.305790424346924
714,2.303142786026001
715,2.303975820541382
716,2.3018441200256348
717,2.30491304397583
718,2.304980993270874
719,2.304631471633911
720,2.3030076026916504
721,2.3052241802215576
722,2.307244300842285
723,2.3017828464508057
724,2.3037309646606445
725,2.3049330711364746
726,2.304008722305298
727,2.301990509033203
728,2.302412509918213
729,2.3049941062927246
730,2.303496837615967
731,2.3048019409179688
732,2.306473731994629
733,2.3077969551086426
734,2.3059582710266113
735,2.3035459518432617
736,2.3025412559509277
737,2.3035497665405273
738,2.3053932189941406
739,2.305192232131958
740,2.3035402297973633
741,2.304561138153076
742,2.298880100250244
743,2.3033504486083984
744,2.3049964904785156
745,2.304448127746582
746,2.3048095703125
747,2.3059489727020264
748,2.3024144172668457
749,2.3050665855407715
750,2.3053994178771973
751,2.308971643447876
752,2.3008856773376465
753,2.3065185546875
754,2.3100337982177734
755,2.305197238922119
756,2.300576686859131
757,2.308335781097412
758,2.3057379722595215
759,2.3061695098876953
760,2.3058323860168457
761,2.3040456771850586
762,2.3029861450195312
763,2.3069581985473633
764,2.302125930786133
765,2.303044319152832
766,2.3019866943359375
767,2.299855947494507
768,2.304091453552246
769,2.305990219116211
770,2.3076577186584473
771,2.3040809631347656
772,2.3051905632019043
773,2.3036599159240723
774,2.3050904273986816
775,2.306811571121216
776,2.297119379043579
777,2.303281307220459
778,2.3030588626861572
779,2.306865692138672
780,2.308149814605713
781,2.3015284538269043
782,2.301665782928467
783,2.303828239440918
784,2.3026132583618164
785,2.3015286922454834
786,2.304605484008789
787,2.305377244949341
788,2.300774335861206
789,2.3071913719177246
790,2.3047409057617188
791,2.3047165870666504
792,2.308234691619873
793,2.303530693054199
794,2.3023529052734375
795,2.3056135177612305
796,2.3045644760131836
797,2.3059096336364746
798,2.3044240474700928
799,2.303361177444458
800,2.3057494163513184
801,2.309166431427002
802,2.3016462326049805
803,2.3079330921173096
804,2.304403781890869
805,2.3027806282043457
806,2.3041539192199707
807,2.3066275119781494
808,2.3026955127716064
809,2.305209159851074
810,2.311614513397217
811,2.305427074432373
812,2.308018445968628
813,2.3050546646118164
814,2.3036160469055176
815,2.3028290271759033
816,2.3062093257904053
817,2.3086438179016113
818,2.3050923347473145
819,2.304250955581665
820,2.3014674186706543
821,2.305532455444336
822,2.3052587509155273
823,2.308891773223877
824,2.302105665206909
825,2.30415415763855
826,2.3021106719970703
827,2.3085861206054688
828,2.303663730621338
829,2.306352138519287
830,2.308377742767334
831,2.306619644165039
832,2.3057126998901367
833,2.3023624420166016
834,2.3038833141326904
835,2.3037664890289307
836,2.307337760925293
837,2.3054096698760986
838,2.3039956092834473
839,2.303922176361084
840,2.3043088912963867
841,2.3012681007385254
842,2.300978422164917
843,2.3039472103118896
844,2.30525541305542
845,2.3088793754577637
846,2.30082368850708
847,2.3064637184143066
848,2.310058116912842
849,2.3053412437438965
850,2.300312042236328
851,2.3083715438842773
852,2.305711269378662
853,2.305988311767578
854,2.305934429168701
855,2.303988218307495
856,2.3029258251190186
857,2.306899070739746
858,2.3020777702331543
859,2.3030269145965576
860,2.3019204139709473
861,2.299980878829956
862,2.304053783416748
863,2.306016445159912
864,2.3076653480529785
865,2.304037570953369
866,2.305201530456543
867,2.303727626800537
868,2.3048250675201416
869,2.306814670562744
870,2.2970309257507324
871,2.303123950958252
872,2.3030292987823486
873,2.3069331645965576
874,2.30818772315979
875,2.3016228675842285
876,2.3015217781066895
877,2.303767204284668
878,2.3025097846984863
879,2.3014378547668457
880,2.3046538829803467
881,2.3053345680236816
882,2.3007566928863525
883,2.3072190284729004
884,2.3046422004699707
885,2.3047242164611816
886,2.3081815242767334
887,2.3035199642181396
888,2.302284002304077
889,2.3056719303131104
890,2.3045310974121094
891,2.3058650493621826
892,2.304307699203491
893,2.303316831588745
894,2.3057847023010254
895,2.309152603149414
896,2.301600456237793
897,2.3079819679260254
898,2.3043885231018066
899,2.3027565479278564
900,2.3036537170410156
901,2.3038954734802246
902,2.3031272888183594
903,2.3047430515289307
904,2.3039767742156982
905,2.301856279373169
906,2.303299903869629
907,2.3062872886657715
908,2.3038711547851562
909,2.306171417236328
910,2.303607940673828
911,2.306704044342041
912,2.303607702255249
913,2.3041646480560303
914,2.3039047718048096
915,2.303379774093628
916,2.3056800365448
917,2.3024160861968994
918,2.3066775798797607
919,2.3082313537597656
920,2.3040575981140137
921,2.304166078567505
922,2.3020219802856445
923,2.3037118911743164
924,2.303727865219116
925,2.3058300018310547
926,2.3050966262817383
927,2.3046987056732178
928,2.306185245513916
929,2.304490804672241
930,2.3031527996063232
931,2.306227684020996
932,2.304420232772827
933,2.3035459518432617
934,2.306385040283203
935,2.3035287857055664
936,2.306013584136963
937,2.3043999671936035
938,2.3049092292785645
939,2.3036646842956543
940,2.3025944232940674
941,2.3027219772338867
942,2.3015007972717285
943,2.303922653198242
944,2.3049328327178955
945,2.302967071533203
946,2.3036046028137207
947,2.3047280311584473
948,2.3034284114837646
949,2.30525803565979
950,2.3026137351989746
951,2.30466365814209
952,2.3043129444122314
953,2.3057737350463867
954,2.304924488067627
955,2.3070077896118164
956,2.303373336791992
957,2.303917407989502
958,2.3065133094787598
959,2.3037168979644775
960,2.305269718170166
961,2.3077735900878906
962,2.3037357330322266
963,2.3020341396331787
964,2.305846691131592
965,2.303661584854126
966,2.3056602478027344
967,2.3039422035217285
968,2.30587100982666
969,2.304863691329956
970,2.305495262145996
971,2.302865505218506
972,2.303121566772461
973,2.3042705059051514
974,2.3080828189849854
975,2.3033432960510254
976,2.3078160285949707
977,2.3021023273468018
978,2.3051373958587646
979,2.3048243522644043
980,2.3035969734191895
981,2.304734706878662
982,2.3041858673095703
983,2.303740978240967
984,2.3041176795959473
985,2.305394411087036
986,2.3030169010162354
987,2.303730010986328
988,2.304462432861328
989,2.3021702766418457
990,2.3050596714019775
991,2.304987907409668
992,2.3055977821350098
993,2.3046822547912598
994,2.30361270904541
995,2.30393123626709
996,2.303130626678467
997,2.3047351837158203
998,2.303995132446289
999,2.3018624782562256
